price,total_sqft,location,area_type,size,availability,bath,balcony,society,SwimmingPool,ShoppingMall,School,CarParking,Hospital
2100000,920,Avadi,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
2827000,1195,Kundrathur,Plot  Area,8 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4305000,580,Pammal,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
2000000,580,Pammal,Super built-up  Area,2 BHK,18-Apr,1,9,,9,9,9,9,9
3900000,725,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5700000,861,Pammal,Built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
9083000,500,Pammal,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
14900000,1195,Kundrathur,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
9200000,1300,Pammal,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
2840000,1653,Pallavaram,Super built-up  Area,2 BHK,18-Oct,3,9,,9,9,9,9,9
3400000,2300,Korattur,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
5700000,1655,Siruseri,Plot  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
3800000,789,Kundrathur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5310000,1044,Kundrathur,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4165000,1300,Pammal,Carpet  Area,1 BHK,20-Dec,1,9,,9,9,9,9,9
7540000,1168,Kundrathur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6500000,1250,Padur,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5000000,833,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6400000,1160,Chitlapakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
6500000,1130,Porur,Super built-up  Area,4 BHK,Ready To Move,3,9,,9,9,9,9,9
5000000,820,Kilkattalai,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6450000,1140,Iyyappanthangal,Plot  Area,2 Bedroom,Ready To Move,3,9,,9,9,9,9,9
6366000,1130,Porur,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
2400000,800,Kilkattalai,Built-up  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
2400000,1180,Iyyappanthangal,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7811000,1286,Kanathur Reddikuppam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6233000,677,Avadi,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5988000,677,Avadi,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5710000,1048,Gowrivakkam,Super built-up  Area,2 BHK,18-May,2,9,,9,9,9,9,9
3544000,1212,Pallavaram,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
2600000,1155,Pallavaram,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
2100000,1021,Pallavaram,Super built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
4400000,588,Pallavaram,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5500000,920,Avadi,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4700000,656,Avadi,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4000000,995,Kelambakkam,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
10700000,1212,Kelambakkam,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
4790000,1000,Kelambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3399000,975,Kelambakkam,Super built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
3472999,1492,Gowrivakkam,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
4281000,1004,Thiruverkadu,Plot  Area,4 Bedroom,18-Apr,2,9,,9,9,9,9,9
3023000,912,Vengaivasal,Super built-up  Area,2 BHK,18-Jun,2,9,,9,9,9,9,9
8500000,696,Pallavaram,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6266000,858,Pallavaram,Super built-up  Area,2 BHK,18-Jan,2,9,,9,9,9,9,9
7600000,606,Pallavaram,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6325000,1160,Madipakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
4915000,1567,Avadi,Built-up  Area,2 Bedroom,Ready To Move,3,9,,9,9,9,9,9
9792000,1295,Egatoor,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4800000,1255,Pallikaranai,Super built-up  Area,3 BHK,19-Jun,1,9,,9,9,9,9,9
36000000,1299,Avadi,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
6342000,1943,Pallikaranai,Super built-up  Area,1 BHK,19-Dec,2,9,,9,9,9,9,9
2703000,1145,Thalambur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
12100000,2400,Chetpet,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
5839000,1510,Poonamallee,Super built-up  Area,2 BHK,18-Jun,3,9,,9,9,9,9,9
7900000,555,Thiruverkadu,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
2760000,1850,Sholinganallur,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
5060000,1123,Iyyappanthangal,Super built-up  Area,3 BHK,19-Dec,3,9,,9,9,9,9,9
3270000,1160,Nanganallur,Super built-up  Area,4 BHK,19-Jun,3,9,,9,9,9,9,9
2930000,600,Pammal,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
2070000,1100,Pammal,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
18500000,711,Pammal,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
19000000,637,Pammal,Carpet  Area,3 BHK,18-May,2,9,,9,9,9,9,9
18000000,450,Pammal,Plot  Area,4 Bedroom,Ready To Move,1,9,,9,9,9,9,9
3399000,1850,Guindy,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
8100000,1850,Guindy,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
8600000,1850,Guindy,Plot  Area,3 Bedroom,18-Apr,3,9,,9,9,9,9,9
5600000,912,Vengaivasal,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6800000,1102,Tambaram Sanatoruim,Plot  Area,4 Bedroom,18-Mar,3,9,,9,9,9,9,9
12500000,1270,tambaram west,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
19000000,1044,Madambakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7500000,913,Tambaram Sanatoruim,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5304000,1250,Nandambakkam,Built-up  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
6493000,1600,T Nagar,Plot  Area,9 Bedroom,Ready To Move,3,9,,9,9,9,9,9
6956999,720,West Mambalam,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6350000,1326,Perumbakkam,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
5200000,1443,Perumbakkam,Super built-up  Area,1 BHK,19-Mar,3,9,,9,9,9,9,9
7000000,1456,Perumbakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7108000,1130,Porur,Plot  Area,4 Bedroom,17-Nov,3,9,,9,9,9,9,9
5500000,830,Kilkattalai,Plot  Area,5 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5500000,1030,Valasaravakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
18500000,1481,Kanathur Reddikuppam,Super built-up  Area,4 BHK,Ready To Move,3,9,,9,9,9,9,9
51600000,1079,Porur,Super built-up  Area,3 BHK,18-May,2,9,,9,9,9,9,9
7108000,1079,Porur,Built-up  Area,2 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3310000,1850,Guindy,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
21400000,2348,Alwarpet,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
132600000,1481,Kanathur Reddikuppam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
183600000,662,Pozhichalur,Built-up  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
2399000,1341,Egmore,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
54400000,5200,Nungambakkam,Plot  Area,4 Bedroom,Ready To Move,4,9,,9,9,9,9,9
51600000,7200,Nungambakkam,Super built-up  Area,2 BHK,20-Dec,5,9,,9,9,9,9,9
61100000,452,Avadi,Super built-up  Area,3 BHK,19-Dec,2,9,,9,9,9,9,9
27300000,2476,Alwarpet,Super built-up  Area,4 BHK,Ready To Move,3,9,,9,9,9,9,9
22700000,2348,Alwarpet,Built-up  Area,4 BHK,Ready To Move,3,9,,9,9,9,9,9
11000000,2781,Alwarpet,Plot  Area,5 Bedroom,Ready To Move,4,9,,9,9,9,9,9
6863000,1606,T Nagar,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
21300000,1975,Thiruvanmiyur,Plot  Area,3 Bedroom,18-Jul,3,9,,9,9,9,9,9
19000000,1775,Porur,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7500000,1107,Porur,Plot  Area,1 Bedroom,Ready To Move,2,9,,9,9,9,9,9
54400000,3445,Porur,Super built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
51600000,1600,T Nagar,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
61100000,720,West Mambalam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
27599999,2476,Alwarpet,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
26400000,2348,Alwarpet,Super built-up  Area,2 BHK,18-Apr,3,9,,9,9,9,9,9
2975000,2781,Alwarpet,Plot  Area,2 Bedroom,Ready To Move,4,9,,9,9,9,9,9
4326000,2303,Velachery,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
6480000,2204,Velachery,Plot  Area,3 Bedroom,18-May,3,9,,9,9,9,9,9
4435000,575,Medavakkam,Plot  Area,4 Bedroom,Ready To Move,1,9,,9,9,9,9,9
6400000,862,Medavakkam,Built-up  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6700000,1350,Kovur,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
5200000,924,Kovur,Super built-up  Area,2 BHK,18-Dec,2,9,,9,9,9,9,9
12000000,1133,Iyyappanthangal,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
6493000,1231,Iyappanthangal,Super built-up  Area,3 BHK,19-Jun,2,9,,9,9,9,9,9
6172000,811,Madipakkam,Carpet  Area,3 BHK,18-Dec,2,9,,9,9,9,9,9
3618000,1636,Virugambakkam,Super built-up  Area,1 BHK,Ready To Move,3,9,,9,9,9,9,9
3800000,1443,Perumbakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
14300000,1286,Kanathur Reddikuppam,Plot  Area,2 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6100000,804,Porur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
7209000,1168,Kundrathur,Built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
3295000,2992,Sholinganallur,Super built-up  Area,3 BHK,Ready To Move,4,9,,9,9,9,9,9
9732000,888,Korattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
7109999,1502,Kanathur Reddikuppam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
6342000,845,Porur,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4687000,1622,Pallavaram,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5100000,1185,Pallavaram,Built-up  Area,1 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6600000,1510,Poonamallee,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
5300000,1116,Poonamallee,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
7100000,804,Madipakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
7100000,1130,Porur,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
7100000,820,Kovilambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5400000,1123,Iyappanthangal,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7100000,1123,Iyappanthangal,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5400000,1123,Porur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
7100000,811,Kovilambakkam,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6600000,1123,Kattupakkam,Super built-up  Area,3 BHK,19-Apr,2,9,,9,9,9,9,9
6600000,811,Kovilambakkam,Super built-up  Area,2 BHK,18-Jun,2,9,,9,9,9,9,9
5100000,1123,Porur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5100000,1123,Iyappanthangal,Super built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
6400000,1123,Iyappanthangal,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5400000,804,Madipakkam,Built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
7100000,811,Madipakkam,Plot  Area,2 Bedroom,18-Nov,2,9,,9,9,9,9,9
6600000,1123,Iyappanthangal,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6600000,811,Kovilambakkam,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5100000,1123,Porur,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5100000,1123,Iyappanthangal,Super built-up  Area,2 BHK,18-Mar,2,9,,9,9,9,9,9
6400000,1123,Iyappanthangal,Super built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
5900000,804,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4900000,811,Madipakkam,Super built-up  Area,3 BHK,18-Mar,2,9,,9,9,9,9,9
4900000,1123,Iyappanthangal,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5000000,1123,Iyappanthangal,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
6900000,804,Madipakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6900000,811,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5200000,830,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
7800000,1123,Iyappanthangal,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5800000,1123,Iyappanthangal,Built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
5000000,811,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6500000,900,Kovilambakkam,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
5200000,900,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6700000,793,Kovilambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5200000,1100,Iyappanthangal,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5200000,811,Kovilambakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6700000,1150,Iyappanthangal,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5200000,811,Madipakkam,Super built-up  Area,3 BHK,18-Dec,2,9,,9,9,9,9,9
5200000,811,Madipakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6700000,1123,Porur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5100000,811,Madipakkam,Plot  Area,7 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5200000,811,Kovilambakkam,Super built-up  Area,3 BHK,18-Aug,2,9,,9,9,9,9,9
6700000,1123,Porur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5200000,804,Madipakkam,Plot  Area,6 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6700000,804,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6600000,1123,Porur,Plot  Area,5 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6700000,811,Kovilambakkam,Super built-up  Area,3 BHK,18-Dec,2,9,,9,9,9,9,9
5200000,1123,Kattupakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
12000000,1123,Iyappanthangal,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
6493000,1231,Iyappanthangal,Plot  Area,2 Bedroom,18-Aug,2,9,,9,9,9,9,9
6350000,811,Madipakkam,Super built-up  Area,2 BHK,18-May,2,9,,9,9,9,9,9
5200000,1636,Virugambakkam,Plot  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
7000000,1443,Perumbakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
8792000,1130,Porur,Super built-up  Area,2 BHK,18-Jul,3,9,,9,9,9,9,9
8836000,830,Kilkattalai,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6995999,1030,Valasaravakkam,Super built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
9119000,1307,Karapakkam,Plot  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
6977000,1314,Karapakkam,Plot  Area,5 Bedroom,Ready To Move,3,9,,9,9,9,9,9
19000000,1027,Karapakkam,Super built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
10400000,1358,Karapakkam,Plot  Area,6 Bedroom,Ready To Move,3,9,,9,9,9,9,9
8721000,1024,Karapakkam,Super built-up  Area,3 BHK,18-Apr,2,9,,9,9,9,9,9
10400000,2686,Karapakkam,Built-up  Area,3 BHK,Ready To Move,4,9,,9,9,9,9,9
13200000,1561,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
10400000,1296,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
9055000,1566,Karapakkam,Super built-up  Area,3 BHK,18-Dec,3,9,,9,9,9,9,9
13799999,1829,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
18600000,1564,Karapakkam,Built-up  Area,5 Bedroom,Ready To Move,3,9,,9,9,9,9,9
18500000,1348,Karapakkam,Super built-up  Area,2 BHK,18-Aug,3,9,,9,9,9,9,9
10600000,1944,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
3847000,2630,Karapakkam,Plot  Area,7 Bedroom,Ready To Move,4,9,,9,9,9,9,9
2418000,2616,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,4,9,,9,9,9,9,9
2962000,1599,Karapakkam,Super built-up  Area,3 BHK,18-Feb,3,9,,9,9,9,9,9
2181000,953,Thalambur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
8559000,657,Thalambur,Super built-up  Area,4 BHK,Ready To Move,1,9,,9,9,9,9,9
6977000,773,Thalambur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
19000000,585,Thalambur,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
10400000,1502,Kanathur Reddikuppam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
8721000,1024,Karapakkam,Built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
10400000,2686,Karapakkam,Plot  Area,8 Bedroom,Ready To Move,4,9,,9,9,9,9,9
13200000,1561,Karapakkam,Plot  Area,8 Bedroom,Ready To Move,3,9,,9,9,9,9,9
10400000,1296,Karapakkam,Built-up  Area,4 Bedroom,18-Jun,3,9,,9,9,9,9,9
9055000,1566,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
13799999,1829,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
18600000,1564,Karapakkam,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
18500000,1348,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
10600000,1944,Karapakkam,Plot  Area,2 Bedroom,Ready To Move,3,9,,9,9,9,9,9
2142000,2630,Karapakkam,Super built-up  Area,3 BHK,19-Mar,4,9,,9,9,9,9,9
2061000,2616,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
2107000,1599,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
2117000,612,Singaperumal Koil,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
3224000,589,Singaperumal Koil,Built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
2082000,602,Singaperumal Koil,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
7620999,605,Singaperumal Koil,Built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
7289000,836,Singaperumal Koil,Super built-up  Area,2 BHK,19-Jul,2,9,,9,9,9,9,9
30500000,595,Singaperumal Koil,Super built-up  Area,1 BHK,Ready To Move,1,9,,9,9,9,9,9
31900000,1385,Kanathur Reddikuppam,Built-up  Area,8 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4103000,1315,Kanathur Reddikuppam,Plot  Area,5 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3427000,5037,Kanathur Reddikuppam,Super built-up  Area,2 BHK,18-Dec,5,9,,9,9,9,9,9
3030000,5093,Kanathur Reddikuppam,Super built-up  Area,1 BHK,Ready To Move,5,9,,9,9,9,9,9
2627000,873,Medavakkam,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
2649000,826,Madambakkam,Super built-up  Area,3 BHK,18-May,2,9,,9,9,9,9,9
4500000,947,Guduvancheri,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3499000,821,Guduvancheri,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4800000,828,Guduvancheri,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3500000,974,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4400000,904,Guduvancheri,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3753000,983,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4226000,903,Guduvancheri,Super built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
4226000,974,Pozhichalur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4809000,873,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4492000,983,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6038000,984,Pozhichalur,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
3883000,1002,Medavakkam,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
7056000,936,Medavakkam,Super built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
3601000,1258,Medavakkam,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
3920000,809,Medavakkam,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3836000,1176,Medavakkam,Super built-up  Area,2 BHK,18-Mar,3,9,,9,9,9,9,9
5500000,735,Madambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
9442000,800,Madambakkam,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6948000,783,Madambakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4928000,1060,Thoraipakkam OMR,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
7339000,1430,Pallavaram,Plot  Area,3 Bedroom,Ready To Move,3,9,,9,9,9,9,9
7339000,1040,Pallavaram,Built-up  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3799000,1152,Padur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4000000,1529,Ambattur INDUSTRIAL ESTATE,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3795000,1529,Ambattur INDUSTRIAL ESTATE,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
15100000,1000,Kelambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
14300000,855,Mevalurkuppam,Super built-up  Area,3 BHK,18-Apr,2,9,,9,9,9,9,9
14300000,999,Kelambakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
10300000,2022,Thoraipakkam OMR,Built-up  Area,4 BHK,Ready To Move,3,9,,9,9,9,9,9
12700000,2710,Pallikaranai,Built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
3283000,2712,Pallikaranai,Plot  Area,2 Bedroom,Ready To Move,4,9,,9,9,9,9,9
3264000,1944,Pallikaranai,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
3210000,1504,Kottivakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
3264000,668,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
3210000,664,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
3200000,653,Medavakkam,Super built-up  Area,1 BHK,Ready To Move,1,9,,9,9,9,9,9
3470000,664,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
7492000,653,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
7195999,651,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
5892000,706,Medavakkam,Built-up  Area,6 Bedroom,Ready To Move,1,9,,9,9,9,9,9
23000000,1414,Velappanchavadi,Super built-up  Area,2 BHK,18-May,3,9,,9,9,9,9,9
5426000,1358,Velappanchavadi,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
38700000,1112,Velappanchavadi,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
36500000,1890,Gopalapuram,Super built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
16000000,1024,Velappanchavadi,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5460000,2017,Adyar,Plot  Area,8 Bedroom,Ready To Move,3,9,,9,9,9,9,9
5375000,1851,Adyar,Super built-up  Area,2 BHK,18-Jun,3,9,,9,9,9,9,9
4485000,1476,Anna Nagar,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
7898999,1092,Medavakkam,Plot  Area,2 Bedroom,17-Dec,2,9,,9,9,9,9,9
