id,area_type,price,total_sqft,location,size,availability,bath,balcony,society,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,LandscapedGardens,ATM,School,CarParking,Hospital,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea
4326,Super built-up  Area,2933000,800,Noida,3 BHK,Ready To Move,2,9,NAmes,1969,1969,12,2013,90,80,1646,0,9,9,9,9,9,9,8,5,174,1373,0,221,1594,1646,0,0,1646
4327,Super built-up  Area,2910000,1000,Noida,2 BHK,Ready To Move,2,9,NAmes,1968,1968,5,2020,120,100,768,0,9,9,9,9,9,9,5,7,0,656,0,112,768,768,0,0,768
4328,Super built-up  Area,2237000,1000,Noida,2 BHK,Ready To Move,1,9,SawyerW,1977,1977,8,2020,70,NA,833,0,9,9,9,9,9,9,5,5,0,625,0,208,833,833,0,0,833
4329,Super built-up  Area,2285000,800,Noida,2 BHK,Ready To Move,2,9,BrkSide,2003,2003,9,2018,60,75,741,622,9,9,9,9,9,9,4,7,0,0,0,622,622,741,622,0,1363
4330,Built-up  Area,2983000,800,Noida,4 BHK,Ready To Move,1,9,Blmngtn,1966,1966,2,2019,20,36,1236,857,9,9,9,9,9,9,7,6,123,0,0,791,791,1236,857,0,2093
4331,Super built-up  Area,2073999,1000,Noida,2 BHK,Ready To Move,1,9,OldTown,1958,1983,5,2020,160,75,944,896,9,9,9,9,9,9,7,5,0,666,0,278,944,944,896,0,1840
4332,Super built-up  Area,2870000,800,Noida,3 BHK,Ready To Move,1,9,NoRidge,1959,1959,9,2020,20,80,1112,556,9,9,9,9,9,9,6,8,0,120,0,736,856,1112,556,0,1668
4333,Super built-up  Area,2180000,1000,Noida,2 BHK,Ready To Move,2,9,NAmes,1994,1994,2,2019,160,36,1040,0,9,9,9,9,9,9,4,5,0,0,0,0,0,1040,0,0,1040
4334,Super built-up  Area,2832000,800,Noida,2 BHK,Ready To Move,2,9,Crawfor,1945,1950,12,2018,20,NA,1844,0,9,9,9,9,9,9,8,5,366,976,0,868,1844,1844,0,0,1844
4335,Plot  Area,3015000,1000,Noida,3 Bedroom,Ready To Move,1,9,NWAmes,1940,1992,10,2015,75,53,1053,795,9,9,9,9,9,9,6,7,0,0,0,833,833,1053,795,0,1848
4336,Super built-up  Area,3023000,1000,Noida,3 BHK,Ready To Move,2,9,NPkVill,1981,1981,8,2016,75,NA,1569,0,9,9,9,9,9,9,7,5,130,988,0,398,1386,1569,0,0,1569
4337,Super built-up  Area,2400000,800,Noida,2 BHK,Ready To Move,2,9,CollgCr,2005,2005,11,2020,20,102,1246,1044,9,9,9,9,9,9,4,6,0,0,0,777,777,1246,1044,0,2290
4338,Super built-up  Area,2900000,800,Noida,3 BHK,18-Dec,1,9,Edwards,1976,1976,4,2020,20,NA,1310,1140,9,9,9,9,9,9,8,5,731,781,0,503,1284,1310,1140,0,2450
4339,Super built-up  Area,2200000,1000,Noida,3 BHK,Ready To Move,2,9,NAmes,1927,2007,1,2020,20,NA,1144,0,9,9,9,9,9,9,5,5,0,25,872,247,1144,1144,0,0,1144
4340,Super built-up  Area,3005000,800,Noida,2 BHK,Ready To Move,2,9,NAmes,2000,2000,2,2019,50,65,1844,0,9,9,9,9,9,9,6,5,312,1110,0,734,1844,1844,0,0,1844
4341,Plot  Area,2106000,1000,Noida,7 Bedroom,Ready To Move,2,9,NoRidge,1977,1977,7,2019,120,80,708,708,9,9,9,9,9,9,6,6,420,404,0,304,708,708,708,0,1416
4342,Super built-up  Area,2306000,800,Noida,3 BHK,18-Aug,1,9,NAmes,1962,2005,9,2018,50,NA,1069,0,9,9,9,9,9,9,6,5,0,360,0,709,1069,1069,0,0,1069
4343,Super built-up  Area,2122000,800,Noida,3 BHK,Ready To Move,2,9,OldTown,1971,1971,8,2015,20,55,848,0,9,9,9,9,9,9,6,5,170,686,0,162,848,848,0,0,848
4344,Plot  Area,3016000,800,Noida,6 Bedroom,Ready To Move,2,9,NWAmes,2008,2008,5,2014,20,75,1575,626,9,9,9,9,9,9,6,7,0,0,0,697,697,1575,626,0,2201
4345,Super built-up  Area,3900000,1100,Noida,2 BHK,Ready To Move,2,9,Gilbert,1957,1996,7,2014,20,81,1344,0,9,9,9,9,9,9,5,5,0,457,374,193,1024,1344,0,0,1344
4346,Plot  Area,2451000,750,New Manglapuri,5 Bedroom,Ready To Move,1,9,NPkVill,1979,1979,3,2017,60,70,1252,0,9,9,9,9,9,9,6,6,243,0,0,1252,1252,1252,0,0,1252
4347,Super built-up  Area,8500000,500,Uttam Nagar,3 BHK,18-Dec,2,9,OldTown,1922,1994,10,2017,20,72,1223,904,9,9,9,9,9,9,7,5,448,1000,0,223,1223,1223,904,0,2127
4348,Super built-up  Area,20000000,855,Paschim Vihar,3 BHK,Ready To Move,1,9,Gilbert,2004,2004,6,2017,30,NA,1048,510,9,9,9,9,9,9,5,6,0,580,0,333,913,1048,510,0,1558
4349,Super built-up  Area,4500000,1000,Rohini sector 24,3 BHK,Ready To Move,1,9,Mitchel,2008,2008,5,2018,20,67,804,0,9,9,9,9,9,9,5,7,294,510,0,278,788,804,0,0,804
4350,Plot  Area,6500000,850,West End,2 Bedroom,18-Aug,2,9,NAmes,1916,1950,11,2018,60,85,1440,0,9,9,9,9,9,9,6,7,310,678,0,762,1440,1440,0,0,1440
4351,Super built-up  Area,9500000,850,West End,2 BHK,18-May,1,9,NAmes,2004,2004,6,2016,20,NA,734,1104,9,9,9,9,9,9,5,5,0,0,0,732,732,734,1104,0,1838
4352,Plot  Area,4500000,850,West End,4 Bedroom,Ready To Move,1,9,NridgHt,1966,1966,9,2016,60,80,958,0,9,9,9,9,9,9,6,6,0,958,0,0,958,958,0,0,958
4353,Super built-up  Area,5500000,800,Sector 15 Rohini,2 BHK,Ready To Move,2,9,OldTown,1962,1962,6,2015,20,60,968,0,9,9,9,9,9,9,4,6,0,0,0,656,656,968,0,0,968
4354,Super built-up  Area,8000000,750,Sector 15 Rohini,2 BHK,18-Jul,2,9,NWAmes,1995,1996,5,2010,20,70,962,830,9,9,9,9,9,9,6,5,318,0,0,936,936,962,830,0,1792
4355,Built-up  Area,6500000,950,Sector 15 Rohini,2 BHK,Ready To Move,2,9,Crawfor,1910,2000,7,2011,70,74,1126,0,9,9,9,9,9,9,5,5,0,936,0,190,1126,1126,0,0,1126
4356,Super built-up  Area,10000000,800,Sector 15 Rohini,1 BHK,Ready To Move,2,9,CollgCr,1970,1970,5,2011,50,60,1537,0,9,9,9,9,9,9,6,9,237,0,0,1319,1319,1537,0,0,1537
4357,Plot  Area,10000000,1100,Sector 15 Rohini,4 Bedroom,Ready To Move,2,9,Somerst,1974,1974,5,2012,120,52,864,0,9,9,9,9,9,9,4,6,0,616,0,248,864,864,0,0,864
4358,Plot  Area,7500000,850,Sector 15 Rohini,5 Bedroom,Ready To Move,2,9,BrkSide,2008,2009,12,2012,20,75,1932,0,9,9,9,9,9,9,8,5,426,1336,0,596,1932,1932,0,0,1932
4359,Super built-up  Area,4700000,1000,Dwarka Mor,4 BHK,Ready To Move,1,9,CollgCr,2005,2012,5,2013,60,94,1236,0,9,9,9,9,9,9,6,7,0,600,0,312,912,1236,0,0,1236
4360,Plot  Area,2000000,820,Dwarka Mor,6 Bedroom,Ready To Move,1,9,Sawyer,2003,2003,7,2020,60,74,1040,685,9,9,9,9,9,9,7,6,96,315,110,114,539,1040,685,0,1725
4361,Super built-up  Area,2700000,500,Dwarka Mor,3 BHK,18-Apr,2,9,Mitchel,1976,1976,6,2020,20,88,1423,748,9,9,9,9,9,9,6,7,0,0,0,588,588,1423,748,384,2555
4362,Built-up  Area,2400000,625,Dwarka Mor,3 BHK,Ready To Move,1,9,CollgCr,2001,2002,1,2018,20,NA,848,0,9,9,9,9,9,9,6,5,147,697,0,151,848,848,0,0,848
4363,Super built-up  Area,8900000,525,Dwarka Mor,3 BHK,Ready To Move,2,9,Edwards,1915,1970,4,2019,160,60,1026,981,9,9,9,9,9,9,10,5,160,765,0,252,1017,1026,981,0,2007
4364,Super built-up  Area,3500000,1050,Dwarka Mor,3 BHK,Ready To Move,2,9,MeadowV,2000,2000,8,2020,60,44,952,0,9,9,9,9,9,9,6,6,0,0,0,952,952,952,0,0,952
4365,Super built-up  Area,4200000,750,Dwarka Mor,3 BHK,18-Dec,1,9,NAmes,1993,1995,9,2020,160,NA,1422,0,9,9,9,9,9,9,7,5,106,0,0,1422,1422,1422,0,0,1422
4366,Super built-up  Area,3651000,850,Dwarka Mor,3 BHK,Ready To Move,2,9,Somerst,2004,2005,6,2019,20,60,913,0,9,9,9,9,9,9,6,5,0,187,627,0,814,913,0,0,913
4367,Built-up  Area,2451000,720,Uttam Nagar,5 Bedroom,Ready To Move,1,9,Edwards,1973,1973,10,2018,120,65,1188,0,9,9,9,9,9,9,5,7,189,593,0,595,1188,1188,0,0,1188
4368,Super built-up  Area,4551000,540,Uttam Nagar,2 BHK,18-Aug,2,9,Mitchel,1931,1950,1,2015,20,50,1220,870,9,9,9,9,9,9,8,5,438,1079,0,141,1220,1220,870,0,2090
4369,Super built-up  Area,3251000,900,Uttam Nagar,3 BHK,Ready To Move,1,9,Somerst,1939,1950,6,2016,60,70,796,550,9,9,9,9,9,9,4,7,0,0,0,560,560,796,550,0,1346
4370,Plot  Area,2800000,675,Uttam Nagar,7 Bedroom,Ready To Move,1,9,Gilbert,1965,1965,12,2020,160,59,630,0,9,9,9,9,9,9,5,7,0,553,0,77,630,630,0,0,630
4371,Super built-up  Area,4551000,650,Uttam Nagar,3 BHK,Ready To Move,2,9,NWAmes,2005,2006,7,2020,20,95,896,896,9,9,9,9,9,9,5,5,0,0,0,896,896,896,896,0,1792
4372,Super built-up  Area,13000000,900,Uttam Nagar,3 BHK,18-Feb,1,9,Crawfor,1962,1962,12,2020,60,128,1578,0,9,9,9,9,9,9,8,5,194,0,0,1573,1573,1578,0,0,1578
4373,Super built-up  Area,35500000,1700,Sector 10 Dwarka,2 BHK,Ready To Move,1,9,NAmes,2006,2007,7,2019,160,60,1072,0,9,9,9,9,9,9,5,5,80,547,0,0,547,1072,0,0,1072
4374,Super built-up  Area,5000000,2450,Model Town,4 BHK,Ready To Move,2,9,Edwards,1960,1960,5,2019,20,70,1140,0,9,9,9,9,9,9,5,5,0,0,0,1140,1140,1140,0,0,1140
4375,Super built-up  Area,4000000,1000,Dwarka Mor,3 BHK,Ready To Move,2,9,Crawfor,1929,2001,2,2018,60,70,1221,0,9,9,9,9,9,9,7,5,0,410,0,811,1221,1221,0,0,1221
4376,Super built-up  Area,2000000,900,Dwarka Mor,3 BHK,Ready To Move,1,9,NoRidge,1970,1970,8,2015,20,NA,953,694,9,9,9,9,9,9,6,5,0,0,0,953,953,953,694,0,1647
4377,Super built-up  Area,5000000,500,Dwarka Mor,2 BHK,Ready To Move,1,9,Mitchel,1967,1967,7,2014,50,64,2073,0,9,9,9,9,9,9,6,6,119,790,163,589,1542,2073,0,0,2073
4378,Built-up  Area,3000000,1000,Uttam Nagar,1 BHK,Ready To Move,2,9,Somerst,2004,2004,6,2014,20,71,1188,1152,9,9,9,9,9,9,7,9,0,275,0,877,1152,1188,1152,0,2340
4379,Plot  Area,4000000,750,Dwarka Mor,8 Bedroom,Ready To Move,2,9,NWAmes,1958,1965,1,2017,30,50,1078,0,9,9,9,9,9,9,5,6,0,49,1029,0,1078,1078,0,0,1078
4380,Plot  Area,2600000,900,Uttam Nagar,8 Bedroom,Ready To Move,2,9,OldTown,2005,2006,7,2017,50,64,1256,0,9,9,9,9,9,9,5,6,0,830,290,136,1256,1256,0,0,1256
4381,Built-up  Area,3000000,650,Dwarka Mor,4 Bedroom,18-Jun,2,9,BrkSide,1930,1950,9,2017,160,100,856,854,9,9,9,9,9,9,7,5,196,706,0,150,856,856,854,0,1710
4382,Super built-up  Area,3500000,750,Uttam Nagar,3 BHK,Ready To Move,1,9,Sawyer,2002,2002,5,2018,60,65,1262,0,9,9,9,9,9,9,6,8,0,978,0,284,1262,1262,0,0,1262
4383,Super built-up  Area,3500000,850,Dwarka Mor,2 BHK,Ready To Move,1,9,NridgHt,1976,1976,11,2018,20,NA,920,866,9,9,9,9,9,9,7,5,162,486,0,434,920,920,866,0,1786
4384,Built-up  Area,2500000,850,Uttam Nagar,2 BHK,Ready To Move,3,9,Sawyer,1968,2001,2,2016,190,64,961,756,9,9,9,9,9,9,7,5,0,216,0,540,756,961,756,0,1717
4385,Super built-up  Area,2500000,600,Dwarka Mor,2 BHK,Ready To Move,2,9,CollgCr,2007,2007,7,2016,20,63,1145,1053,9,9,9,9,9,9,8,5,350,655,0,490,1145,1145,1053,0,2198
4386,Plot  Area,5500000,600,Uttam Nagar,2 Bedroom,Ready To Move,2,9,NAmes,1951,2000,8,2015,60,50,796,566,9,9,9,9,9,9,5,5,0,732,0,64,796,796,566,0,1362
4387,Super built-up  Area,4000000,1050,Uttam Nagar,3 BHK,19-Mar,2,9,BrkSide,2007,2008,8,2010,50,NA,1694,0,9,9,9,9,9,9,8,5,186,1369,0,317,1686,1694,0,0,1694
4388,Super built-up  Area,7500000,800,Uttam Nagar,2 BHK,Ready To Move,1,9,NAmes,1957,1997,10,2011,30,80,1107,983,9,9,9,9,9,9,7,6,240,859,32,216,1107,1107,983,0,2090
4389,Super built-up  Area,7500000,850,Sector 4 Dwarka,2 BHK,Ready To Move,2,9,Sawyer,1927,1950,1,2011,120,116,1022,752,9,9,9,9,9,9,7,5,0,0,0,952,952,1022,752,0,1774
4390,Super built-up  Area,12000000,850,Sector 4 Dwarka,2 BHK,Ready To Move,1,9,SawyerW,1920,1950,5,2012,60,86,1077,0,9,9,9,9,9,9,5,6,0,851,0,140,991,1077,0,0,1077
4391,Built-up  Area,54200000,1400,Sector 2 Dwarka,2 BHK,Ready To Move,2,9,NAmes,1966,2006,3,2012,80,NA,1040,0,9,9,9,9,9,9,5,5,0,906,0,134,1040,1040,0,0,1040
4392,Super built-up  Area,42300000,4376,MG Road Ghitorni,2 BHK,Ready To Move,2,9,NridgHt,2007,2007,10,2013,20,149,1182,1142,9,9,9,9,9,9,9,5,286,998,0,177,1175,1182,1142,0,2324
4393,Built-up  Area,6500000,5582,Gurgaon Delhi Expressway,3 BHK,Ready To Move,2,9,IDOTRR,1959,1959,4,2020,60,80,912,0,9,9,9,9,9,9,5,6,0,737,0,175,912,912,0,0,912
4394,Super built-up  Area,5200000,1225,Sector 12 Dwarka,2 BHK,19-Jul,1,9,CollgCr,2005,2005,2,2020,60,NA,1494,0,9,9,9,9,9,9,7,5,306,0,0,1494,1494,1494,0,0,1494
4395,Super built-up  Area,6500000,600,Sector 22 Dwarka,1 BHK,Ready To Move,1,9,MeadowV,2004,2005,10,2018,20,51,1253,0,9,9,9,9,9,9,6,5,212,733,0,520,1253,1253,0,0,1253
4396,Built-up  Area,6500000,2360,Tigri,8 Bedroom,Ready To Move,3,9,Sawyer,1994,1995,7,2019,60,82,854,0,9,9,9,9,9,9,7,8,0,0,0,832,832,854,0,0,854
4397,Plot  Area,4500000,1020,Sector 22 Dwarka,5 Bedroom,Ready To Move,1,9,NridgHt,1954,1990,6,2020,20,30,1004,0,9,9,9,9,9,9,6,7,180,578,0,426,1004,1004,0,0,1004
4398,Super built-up  Area,12800000,600,Sector 22 Dwarka,2 BHK,18-Dec,2,9,NAmes,1953,2007,6,2020,80,21,1296,0,9,9,9,9,9,9,4,5,0,0,0,0,0,1296,0,0,1296
4399,Super built-up  Area,15000000,1400,Sector 6 Dwarka,1 BHK,Ready To Move,1,9,NridgHt,1955,1955,7,2019,60,50,1114,0,9,9,9,9,9,9,5,5,0,646,0,468,1114,1114,0,0,1114
4400,Plot  Area,60000000,1900,Sector 8 Dwarka,3 Bedroom,Ready To Move,1,9,NAmes,1965,1965,2,2018,80,NA,1339,0,9,9,9,9,9,9,5,6,0,504,0,525,1029,1339,0,0,1339
4401,Super built-up  Area,80000000,1103,Chattarpur,3 BHK,18-May,1,9,BrkSide,1959,1959,6,2015,50,103,1158,1218,9,9,9,9,9,9,8,5,380,0,0,1158,1158,1158,1218,0,2376
4402,Super built-up  Area,20000000,1105,Ghitorni,3 BHK,Ready To Move,2,9,IDOTRR,1983,1983,12,2016,30,87,1108,0,9,9,9,9,9,9,7,7,0,0,0,637,637,1108,0,0,1108
4403,Super built-up  Area,50000000,1106,Dharampura,2 BHK,Ready To Move,1,9,Sawyer,1975,1980,5,2020,20,70,1795,0,9,9,9,9,9,9,8,5,281,0,0,1777,1777,1795,0,0,1795
4404,Plot  Area,50000000,1107,Chattarpur,4 Bedroom,Ready To Move,1,9,CollgCr,1959,1959,5,2020,60,67,1060,0,9,9,9,9,9,9,5,7,0,840,0,200,1040,1060,0,0,1060
4405,Super built-up  Area,55000000,1207,Chattarpur,2 BHK,Ready To Move,3,9,NAmes,2005,2005,11,2020,75,65,1060,0,9,9,9,9,9,9,5,8,0,188,668,204,1060,1060,0,0,1060
4406,Super built-up  Area,3500000,1201,Ansal Satbari,3 BHK,Ready To Move,1,9,NridgHt,2003,2003,4,2019,30,50,1600,0,9,9,9,9,9,9,8,5,640,0,0,1566,1566,1600,0,0,1600
4407,Super built-up  Area,2300000,585,Delhi,2 BHK,Ready To Move,2,9,NridgHt,2006,2006,1,2019,20,79,900,0,9,9,9,9,9,9,5,7,0,234,486,180,900,900,0,0,900
4408,Super built-up  Area,3000000,800,Noida Road,4 BHK,Ready To Move,1,9,CollgCr,1920,2008,4,2018,60,NA,1704,0,9,9,9,9,9,9,8,5,200,1218,0,486,1704,1704,0,0,1704
4409,Super built-up  Area,2600000,1000,Noida,3 BHK,Ready To Move,1,9,NAmes,1966,1966,5,2015,20,93,1600,0,9,9,9,9,9,9,5,6,0,1277,0,207,1484,1600,0,0,1600
4410,Super built-up  Area,2350000,1000,Noida,2 BHK,Ready To Move,2,9,NAmes,1997,1997,6,2014,60,NA,520,0,9,9,9,9,9,9,4,6,0,0,0,520,520,520,0,0,520
4411,Super built-up  Area,17800000,800,Noida,2 BHK,Ready To Move,1,9,Edwards,1934,1950,3,2014,20,NA,649,668,9,9,9,9,9,9,4,4,0,0,0,649,649,649,668,0,1317
4412,Built-up  Area,2800000,800,Noida,2 BHK,Ready To Move,2,9,NAmes,1963,1963,10,2017,20,NA,1228,0,9,9,9,9,9,9,5,6,0,0,0,1228,1228,1228,0,0,1228
4413,Plot  Area,2200000,800,Noida,4 Bedroom,Ready To Move,1,9,Timber,1981,1987,7,2017,50,73,1234,0,9,9,9,9,9,9,8,5,0,0,0,1234,1234,1234,0,0,1234
4414,Super built-up  Area,2900000,800,Noida,4 BHK,Ready To Move,1,9,SawyerW,1955,1955,5,2017,20,70,1700,0,9,9,9,9,9,9,5,5,0,1018,0,380,1398,1700,0,0,1700
4415,Built-up  Area,2600000,1000,Noida,3 BHK,Ready To Move,1,9,CollgCr,1964,1964,4,2018,20,84,1561,0,9,9,9,9,9,9,9,5,246,1153,0,408,1561,1561,0,0,1561
4416,Built-up  Area,2000000,1000,Noida,3 BHK,Ready To Move,1,9,NAmes,1999,2000,3,2018,20,63,1132,1320,9,9,9,9,9,9,8,5,132,0,0,1117,1117,1132,1320,0,2452
4417,Super built-up  Area,8500000,800,Noida,2 BHK,18-Mar,2,9,NridgHt,2004,2004,6,2016,60,313,1097,0,9,9,9,9,9,9,5,5,0,0,0,1097,1097,1097,0,0,1097
4418,Super built-up  Area,16500000,1498,Delhi Meerut Expressway,2 BHK,Ready To Move,1,9,Mitchel,2006,2006,10,2016,60,52,1297,0,9,9,9,9,9,9,5,6,650,1213,0,84,1297,1297,0,0,1297
4419,Built-up  Area,2700000,1965,47 Sector 22 Road,2 BHK,Ready To Move,2,9,Somerst,1972,1972,8,2015,20,67,1057,0,9,9,9,9,9,9,5,7,0,731,0,326,1057,1057,0,0,1057
4420,Super built-up  Area,28000000,586,78 Sector 6 Road,3 BHK,Ready To Move,3,9,OldTown,2004,2004,7,2010,120,75,1152,0,9,9,9,9,9,9,4,5,0,0,0,0,0,1152,0,0,1152
4421,Super built-up  Area,2500000,1600,Sector C Vasant Kunj,2 BHK,Ready To Move,1,9,Sawyer,1920,1996,12,2011,20,73,1324,0,9,9,9,9,9,9,6,5,101,643,0,445,1088,1324,0,0,1324
4422,Plot  Area,2600000,600,Hari Nagar,3 Bedroom,Ready To Move,1,9,Gilbert,2006,2006,8,2011,120,NA,1328,0,9,9,9,9,9,9,5,6,0,967,0,383,1350,1328,0,0,1328
4423,Built-up  Area,2400000,600,Hari Nagar,4 Bedroom,Ready To Move,1,9,BrkSide,1921,1950,11,2012,160,55,884,0,9,9,9,9,9,9,5,7,0,747,93,0,840,884,0,0,884
4424,Super built-up  Area,2600000,650,Hari Nagar,2 BHK,Ready To Move,2,9,IDOTRR,1997,1998,5,2012,50,NA,938,0,9,9,9,9,9,9,5,6,0,280,491,167,938,938,0,0,938
4425,Super built-up  Area,3500000,750,Hari Nagar,3 BHK,Ready To Move,2,9,Veenker,2004,2005,4,2013,20,42,1150,0,9,9,9,9,9,9,5,6,0,179,506,465,1150,1150,0,0,1150
4426,Super built-up  Area,6500000,1200,Hari Nagar,3 BHK,Ready To Move,1,9,Crawfor,1970,1989,8,2020,20,100,1752,0,9,9,9,9,9,9,9,5,412,456,0,1296,1752,1752,0,0,1752
4427,Super built-up  Area,4700000,2900,Hari Nagar,2 BHK,Ready To Move,1,9,NoRidge,2003,2003,5,2020,70,NA,1518,631,9,9,9,9,9,9,7,5,0,1351,0,83,1434,1518,631,0,2149
4428,Super built-up  Area,2100000,650,Hari Nagar,3 BHK,18-Apr,1,9,Mitchel,1945,1950,5,2018,60,98,1656,0,9,9,9,9,9,9,8,5,0,24,0,1632,1656,1656,0,0,1656
4429,Super built-up  Area,2500000,550,Hari Nagar,3 BHK,Ready To Move,1,9,Somerst,1953,1953,1,2019,190,70,736,716,9,9,9,9,9,9,4,5,0,0,0,736,736,736,716,0,1452
4430,Built-up  Area,2500000,810,Hari Nagar,4 BHK,Ready To Move,2,9,NWAmes,1973,1973,2,2020,50,85,955,0,9,9,9,9,9,9,5,7,0,763,0,192,955,955,0,0,955
4431,Built-up  Area,12500000,600,Hari Nagar,2 BHK,Ready To Move,1,9,OldTown,1982,2006,6,2020,60,65,794,676,9,9,9,9,9,9,6,6,0,182,0,612,794,794,676,0,1470
4432,Plot  Area,3600000,2700,Hari Nagar,2 Bedroom,Ready To Move,2,9,BrkSide,1998,1998,6,2019,20,78,816,0,9,9,9,9,9,9,6,6,0,0,0,816,816,816,0,360,1176
4433,Super built-up  Area,5400000,750,Hari Nagar,3 BHK,Ready To Move,2,9,Sawyer,1954,2003,5,2018,80,60,816,0,9,9,9,9,9,9,5,5,0,104,712,0,816,816,0,0,816
4434,Super built-up  Area,4500000,1200,Hari Nagar,2 BHK,Ready To Move,1,9,NridgHt,1915,1950,6,2015,50,60,1842,0,9,9,9,9,9,9,9,5,0,1810,0,32,1842,1842,0,0,1842
4435,Super built-up  Area,5400000,1000,Hari Nagar,3 BHK,Ready To Move,2,9,Sawyer,1973,1973,8,2016,60,60,1360,0,9,9,9,9,9,9,5,5,0,384,0,0,384,1360,0,0,1360
4436,Super built-up  Area,5600000,550,Hari Nagar,3 BHK,Ready To Move,1,9,CollgCr,1956,1956,8,2020,60,NA,1425,0,9,9,9,9,9,9,6,5,272,490,0,935,1425,1425,0,0,1425
4437,Super built-up  Area,2900000,810,Hari Nagar,1 BHK,Ready To Move,1,9,NAmes,1948,2001,4,2020,20,35,983,756,9,9,9,9,9,9,8,5,456,649,0,321,970,983,756,0,1739
4438,Super built-up  Area,11500000,900,Hari Nagar,3 BHK,Ready To Move,0,9,BrkSide,1968,1968,8,2020,190,82,860,860,9,9,9,9,9,9,7,5,0,0,0,860,860,860,860,0,1720
4439,Super built-up  Area,6000000,1000,Sector 12 Dwarka,2 BHK,Ready To Move,1,9,NAmes,1910,1981,1,2019,60,24,1426,1519,9,9,9,9,9,9,10,5,1031,0,0,1410,1410,1426,1519,0,2945
4440,Super built-up  Area,35900000,240,CD Block Dakshini Pitampura,2 BHK,Ready To Move,2,9,Sawyer,1968,1968,10,2019,20,70,780,0,9,9,9,9,9,9,5,7,0,632,0,148,780,780,0,0,780
4441,Built-up  Area,3590000,2000,Rajouri Garden,6 Bedroom,Ready To Move,2,9,SawyerW,1998,1998,4,2018,20,65,1158,0,9,9,9,9,9,9,6,5,0,941,0,217,1158,1158,0,0,1158
4442,Super built-up  Area,3590999,2000,Rajouri Garden,2 BHK,18-May,2,9,NAmes,2007,2007,10,2015,75,24,581,530,9,9,9,9,9,9,5,7,0,0,0,530,530,581,530,0,1111
4443,Built-up  Area,6900000,2000,Rajouri Garden,3 BHK,Ready To Move,3,9,NridgHt,1960,1960,10,2014,20,50,1370,0,9,9,9,9,9,9,8,5,178,24,0,1346,1370,1370,0,0,1370
4444,Plot  Area,8600000,1537,Vishal Enclave,4 Bedroom,Ready To Move,1,9,IDOTRR,1995,1996,7,2014,60,NA,902,808,9,9,9,9,9,9,7,6,0,0,0,576,576,902,808,0,1710
4445,Super built-up  Area,3700000,1709,Vishal Enclave,4 BHK,Ready To Move,1,9,CollgCr,1991,1992,6,2017,50,24,1057,977,9,9,9,9,9,9,7,5,573,739,0,318,1057,1057,977,0,2034
4446,Super built-up  Area,4500000,1100,Chanakya Puri,2 BHK,Ready To Move,1,9,MeadowV,2005,2005,9,2017,30,122,1143,1330,9,9,9,9,9,9,8,5,344,0,0,1143,1143,1143,1330,0,2473
4447,Plot  Area,13000000,2911,59 Sector 22 Road,8 Bedroom,Ready To Move,2,9,Sawyer,2009,2009,4,2017,20,80,2207,0,9,9,9,9,9,9,7,5,287,912,0,1035,1947,2207,0,0,2207
4448,Super built-up  Area,17500000,900,Block D,2 BHK,18-Jun,2,9,NridgHt,1915,1982,5,2018,60,65,1479,0,9,9,9,9,9,9,7,5,167,1013,0,440,1453,1479,0,0,1479
4449,Super built-up  Area,24000000,1200,Kalkaji,3 BHK,Ready To Move,2,9,NAmes,1994,1995,7,2018,20,130,747,0,9,9,9,9,9,9,4,6,0,0,0,747,747,747,0,0,747
4450,Plot  Area,24000000,1200,Alaknanda,2 Bedroom,17-Dec,2,9,NridgHt,1950,1950,10,2016,190,NA,1304,983,9,9,9,9,9,9,7,4,0,603,0,701,1304,1304,983,0,2287
4451,Plot  Area,17500000,1200,Alaknanda,5 Bedroom,Ready To Move,2,9,NAmes,1961,1961,6,2016,20,50,2223,0,9,9,9,9,9,9,7,6,1115,1880,0,343,2223,2223,0,0,2223
4452,Built-up  Area,8500000,1200,Kalkaji,3 BHK,18-Dec,2,9,BrkSide,1921,2006,6,2015,70,75,845,0,9,9,9,9,9,9,4,6,0,565,0,280,845,845,0,0,845
4453,Super built-up  Area,9000000,750,Vasant Kunj,3 BHK,20-Jan,1,9,IDOTRR,1910,1998,3,2010,60,60,885,833,9,9,9,9,9,9,7,5,40,0,0,832,832,885,833,0,1718
4454,Super built-up  Area,3800000,750,Vasant Kunj,2 BHK,Ready To Move,2,9,Sawyer,1997,1997,1,2011,60,36,1086,0,9,9,9,9,9,9,5,7,104,320,362,404,1086,1086,0,0,1086
4455,Super built-up  Area,6200000,720,Uttam Nagar,1 BHK,20-Aug,2,9,CollgCr,1993,1993,6,2011,60,55,840,765,9,9,9,9,9,9,3,6,0,0,0,840,840,840,765,0,1605
4456,Super built-up  Area,4700000,900,Uttam Nagar,2 BHK,Ready To Move,1,9,NAmes,1999,1999,2,2012,60,95,526,462,9,9,9,9,9,9,4,5,0,462,0,0,462,526,462,0,988
