price,area1,location,area_type,size,availability,bath,balcony,society,ShoppingMall,Intercom,ATM,School,CarParking,Hospital,YearBuilt,YearRemodAdd,MoSold,YrSold,LotFrontage,1stFlrSF,2ndFlrSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,KitchenAbvGr,total_sqft
3948000,810,Kalyan West,Carpet  Area,1 BHK,Ready To Move,2,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1410
3262000,565,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,1,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1165
3500000,650,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,1,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1250
3500000,650,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1250
3948000,810,Kalyan West,Plot  Area,1 BHK,Ready To Move,2,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,1410
3500000,650,Kalyan West,Super built-up  Area,1 BHK,19-Dec,1,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1250
3360000,600,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,1,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1200
3500000,650,Kalyan West,Built-up  Area,1 BHK,Ready To Move,1,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1250
3500000,650,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,1,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1250
4379200,964,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,2,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1564
3780000,750,Kalyan West,Super built-up  Area,1 BHK,19-Dec,1,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1350
3360000,600,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,1,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1200
4480000,1000,Kalyan West,Super built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1600
4384800,966,Kalyan West,Carpet  Area,1 BHK,Ready To Move,2,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1566
3360000,600,Chembur,Super built-up  Area,1 BHK,Ready To Move,1,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1200
4900000,1150,Ulwe,Super built-up  Area,1 BHK,Ready To Move,2,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1750
4900000,1150,Ulwe,Built-up  Area,1 BHK,Ready To Move,2,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1750
3603600,687,Ulwe,Super built-up  Area,1 BHK,Ready To Move,1,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1287
4144000,880,Jogeshwari West,Built-up  Area,1 BHK,Ready To Move,2,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1480
3581200,679,Ulwe,Plot  Area,1 BHK,Ready To Move,1,,ClearCr,9,9,9,9,9,9,,,,,,,,,,,,,1279
4914000,1155,Ulwe,Super built-up  Area,1 BHK,Ready To Move,2,,Blmngtn,9,9,9,9,9,9,,,,,,,,,,,,,1755
4634000,1055,Ulwe,Super built-up  Area,1 BHK,Ready To Move,2,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1655
3547600,667,Ulwe,Built-up  Area,1 BHK,Ready To Move,1,,NoRidge,9,9,9,9,9,9,,,,,,,,,,,,,1267
3603600,687,Ulwe,Super built-up  Area,1 BHK,Ready To Move,1,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1287
4552800,1026,Dahisar East,Plot  Area,1 BHK,Ready To Move,2,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1626
3192000,540,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1140
3897600,792,Dahisar East,Super built-up  Area,1 BHK,Ready To Move,2,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1392
3080000,500,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1100
3248000,560,Mira Road East,Plot  Area,1 BHK,Ready To Move,1,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,1160
3192000,540,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,SWISU,9,9,9,9,9,9,,,,,,,,,,,,,1140
5180000,1250,Andheri West,Super built-up  Area,1 BHK,Ready To Move,3,,ClearCr,9,9,9,9,9,9,,,,,,,,,,,,,1850
3500000,650,Thane West,Plot  Area,1 BHK,Ready To Move,2,,IDOTRR,9,9,9,9,9,9,,,,,,,,,,,,,1250
3220000,550,Thane West,Super built-up  Area,1 BHK,Ready To Move,1,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1150
4396000,970,Powai,Plot  Area,1 BHK,Ready To Move,2,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,1570
4900000,1150,Chembur,Super built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1750
3500000,650,Taloja,Super built-up  Area,1 BHK,Ready To Move,1,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1250
5530000,1375,Kharghar,Super built-up  Area,1 BHK,Ready To Move,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1975
3332000,590,Nala Sopara,Super built-up  Area,1 BHK,18-Mar,1,,BrkSide,9,9,9,9,9,9,,,,,,,,,,,,,1190
4768400,1103,Kamothe,Built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1703
4768400,1103,Kamothe,Super built-up  Area,1 BHK,Ready To Move,2,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1703
4914000,1155,Ulwe,Super built-up  Area,1 BHK,Ready To Move,2,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1755
3598000,685,Ulwe,Super built-up  Area,1 BHK,Ready To Move,1,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1285
3309600,582,Nala Sopara,Plot  Area,1 BHK,Ready To Move,1,,IDOTRR,9,9,9,9,9,9,,,,,,,,,,,,,1182
5040000,1200,Marol,Plot  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1800
5460000,1350,Ulwe,Super built-up  Area,1 BHK,Ready To Move,3,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1950
3948000,810,Powai,Built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1410
3584000,680,Kandivali West,Built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1280
4368000,960,Mira Road East,Super built-up  Area,1 BHK,18-Mar,2,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1560
3780000,750,Thane West,Plot  Area,1 BHK,Ready To Move,1,,ClearCr,9,9,9,9,9,9,,,,,,,,,,,,,1350
3780000,750,Thane West,Plot  Area,1 BHK,Ready To Move,1,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,1350
6314000,1655,Kandivali East,Super built-up  Area,1 BHK,Ready To Move,3,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,2255
8582000,2465,Kandivali East,Built-up  Area,1 BHK,Ready To Move,4,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,3065
3780000,750,Panvel,Plot  Area,1 BHK,18-Sep,2,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1350
3822000,765,Kandivali East,Super built-up  Area,1 BHK,18-Apr,2,,SWISU,9,9,9,9,9,9,,,,,,,,,,,,,1365
4816000,1120,Kandivali East,Super built-up  Area,1 BHK,Ready To Move,2,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1720
6580000,1750,Kandivali East,Super built-up  Area,1 BHK,18-Dec,3,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,2350
5356400,1313,Powai,Super built-up  Area,1 BHK,Ready To Move,3,,BrkSide,9,9,9,9,9,9,,,,,,,,,,,,,1913
5600000,1400,Sanpada,Built-up  Area,1 BHK,Ready To Move,3,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,2000
5135200,1234,Kharghar,Plot  Area,1 BHK,Ready To Move,2,,ClearCr,9,9,9,9,9,9,,,,,,,,,,,,,1834
3528000,660,Virar West,Super built-up  Area,1 BHK,20-Dec,1,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1260
4270000,925,Borivali West,Super built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1525
3150000,525,Borivali West,Super built-up  Area,1 BHK,17-Oct,1,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1125
3290000,575,Borivali West,Super built-up  Area,1 BHK,18-Jun,1,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1175
2940000,450,Dombivli (West),Super built-up  Area,1 BHK,18-Sep,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1050
6160000,1600,Kharghar,Super built-up  Area,1 BHK,Ready To Move,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,2200
2800000,400,Goregaon East,Super built-up  Area,1 BHK,Ready To Move,1,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1000
3648400,703,Thane West,Plot  Area,1 BHK,19-Mar,2,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1303
2970800,461,Thane West,Plot  Area,1 BHK,Ready To Move,1,,BrDale,9,9,9,9,9,9,,,,,,,,,,,,,1061
3295600,577,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1177
2844800,416,Thane West,Built-up  Area,1 BHK,Ready To Move,1,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1016
10080000,3000,Shastri Nagar,Plot  Area,1 BHK,Ready To Move,4,,SWISU,9,9,9,9,9,9,,,,,,,,,,,,,3600
3640000,700,Ulwe,Super built-up  Area,1 BHK,Ready To Move,1,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1300
3416000,620,Karanjade,Plot  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1220
5922000,1515,Kharghar,Super built-up  Area,1 BHK,Ready To Move,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,2115
6580000,1750,Kharghar,Plot  Area,1 BHK,Ready To Move,3,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,2350
7000000,1900,Kharghar,Super built-up  Area,1 BHK,Ready To Move,3,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,2500
7280000,2000,Bandra East,Super built-up  Area,1 BHK,Ready To Move,3,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,2600
4760000,1100,Ulwe,Built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1700
2590000,325,Borivali West,Super built-up  Area,1 BHK,17-Dec,1,,ClearCr,9,9,9,9,9,9,,,,,,,,,,,,,925
2590000,325,Byculla,Super built-up  Area,1 BHK,Ready To Move,1,,Veenker,9,9,9,9,9,9,,,,,,,,,,,,,925
4620000,1050,Mira Road East,Plot  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1650
3248000,560,Borivali West,Super built-up  Area,1 BHK,Ready To Move,1,,Blmngtn,9,9,9,9,9,9,,,,,,,,,,,,,1160
3942400,808,Thane West,Super built-up  Area,1 BHK,19-Sep,2,,Crawfor,9,9,9,9,9,9,,,,,,,,,,,,,1408
2940000,450,Thane West,Plot  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1050
6588400,1753,Thane West,Super built-up  Area,1 BHK,Ready To Move,4,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,2353
5387200,1324,Thane West,Plot  Area,1 BHK,Ready To Move,3,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1924
3354400,598,Thane West,Super built-up  Area,1 BHK,18-Jul,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1198
4454800,991,Thane West,Super built-up  Area,1 BHK,Ready To Move,3,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1591
3536400,663,Thane West,Plot  Area,1 BHK,Ready To Move,2,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1263
3810800,761,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1361
4323200,944,Thane West,Super built-up  Area,1 BHK,21-Dec,3,,Crawfor,9,9,9,9,9,9,,,,,,,,,,,,,1544
3449600,632,Thane West,Built-up  Area,1 BHK,Ready To Move,2,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1232
3942400,808,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1408
2940000,450,Thane West,Super built-up  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1050
6588400,1753,Thane West,Super built-up  Area,1 BHK,Ready To Move,4,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,2353
5387200,1324,Thane West,Super built-up  Area,1 BHK,Ready To Move,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1924
3354400,598,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,Timber,9,9,9,9,9,9,,,,,,,,,,,,,1198
4454800,991,Thane West,Super built-up  Area,1 BHK,Ready To Move,3,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1591
3536400,663,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1263
3810800,761,Thane West,Super built-up  Area,1 BHK,18-Dec,2,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1361
4323200,944,Thane West,Super built-up  Area,1 BHK,21-Dec,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1544
3449600,632,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1232
3474800,641,Thane West,Built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1241
3572800,676,Thane West,Plot  Area,1 BHK,19-Jan,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1276
3404800,616,Thane West,Built-up  Area,1 BHK,Ready To Move,2,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1216
4435200,984,Thane West,Built-up  Area,1 BHK,Ready To Move,3,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1584
3710000,725,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1325
3572800,676,Thane West,Super built-up  Area,1 BHK,Ready To Move,2,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,1276
4144000,880,Thane West,Super built-up  Area,1 BHK,Ready To Move,3,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1480
3444000,630,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1230
3441200,629,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1229
3696000,720,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,Timber,9,9,9,9,9,9,,,,,,,,,,,,,1320
3889200,789,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,3,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1389
3833200,769,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,SWISU,9,9,9,9,9,9,,,,,,,,,,,,,1369
2702000,365,Mira Road East,Super built-up  Area,1 BHK,18-Apr,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,965
2657200,349,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,949
3175200,534,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1134
3374000,605,Boisar,Plot  Area,1 BHK,Ready To Move,1,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1205
4746000,1095,Boisar,Super built-up  Area,1 BHK,Ready To Move,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1695
2702000,365,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,965
2657200,349,Mira Road East,Built-up  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,949
3175200,534,Mira Road East,Plot  Area,1 BHK,Ready To Move,2,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1134
2755200,384,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,984
2872800,426,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1026
3312400,583,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,3,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1183
2954000,455,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1055
3452400,633,Mira Road East,Plot  Area,1 BHK,Ready To Move,3,,IDOTRR,9,9,9,9,9,9,,,,,,,,,,,,,1233
3189200,539,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1139
3094000,505,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,1105
3620400,693,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1293
3186400,538,Mira Road East,Super built-up  Area,1 BHK,18-Jun,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1138
4426800,981,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1581
3486000,645,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,3,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1245
3497200,649,Chembur,Plot  Area,1 BHK,Ready To Move,2,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1249
3872400,783,Chembur,Super built-up  Area,1 BHK,Ready To Move,3,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1383
3424400,623,Chembur,Plot  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1223
3250800,561,Chembur,Super built-up  Area,1 BHK,Ready To Move,1,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1161
2931600,447,Chembur,Super built-up  Area,1 BHK,Ready To Move,1,,Crawfor,9,9,9,9,9,9,,,,,,,,,,,,,1047
3637200,699,Chembur,Super built-up  Area,1 BHK,18-Aug,2,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1299
3239600,557,Chembur,Super built-up  Area,1 BHK,Ready To Move,2,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1157
4782400,1108,Boisar,Super built-up  Area,1 BHK,18-May,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1708
4404400,973,Boisar,Super built-up  Area,1 BHK,18-Apr,1,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1573
4695600,1077,Boisar,Super built-up  Area,1 BHK,17-Dec,3,,BrkSide,9,9,9,9,9,9,,,,,,,,,,,,,1677
3374000,605,Boisar,Super built-up  Area,1 BHK,Ready To Move,1,,Crawfor,9,9,9,9,9,9,,,,,,,,,,,,,1205
4746000,1095,Boisar,Super built-up  Area,1 BHK,Ready To Move,3,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1695
5560800,1386,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,3,,MeadowV,9,9,9,9,9,9,,,,,,,,,,,,,1986
3833200,769,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,IDOTRR,9,9,9,9,9,9,,,,,,,,,,,,,1369
2693600,362,Virar,Super built-up  Area,1 BHK,Ready To Move,1,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,962
3108000,510,Virar,Super built-up  Area,1 BHK,Ready To Move,2,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1110
2727200,374,Virar,Super built-up  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,974
3178000,535,Virar,Built-up  Area,1 BHK,Ready To Move,2,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1135
2654400,348,Virar,Super built-up  Area,1 BHK,Ready To Move,1,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,948
2800000,400,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1000
2794400,398,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,998
3872400,783,Mira Road East,Super built-up  Area,1 BHK,18-May,3,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1383
3278800,571,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,2,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1171
3844400,773,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,3,,NridgHt,9,9,9,9,9,9,,,,,,,,,,,,,1373
3620400,693,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1293
3186400,538,Mira Road East,Super built-up  Area,1 BHK,20-Dec,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1138
4426800,981,Mira Road East,Super built-up  Area,1 BHK,17-Nov,2,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1581
3486000,645,Mira Road East,Built-up  Area,1 BHK,Ready To Move,3,,Timber,9,9,9,9,9,9,,,,,,,,,,,,,1245
3497200,649,Chembur,Carpet  Area,1 BHK,Ready To Move,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1249
3872400,783,Chembur,Built-up  Area,1 BHK,Ready To Move,3,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1383
3424400,623,Chembur,Super built-up  Area,1 BHK,18-Aug,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1223
3250800,561,Chembur,Plot  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1161
3292800,576,Chembur,Super built-up  Area,1 BHK,18-May,2,,BrkSide,9,9,9,9,9,9,,,,,,,,,,,,,1176
3782800,751,Chembur,Super built-up  Area,1 BHK,Ready To Move,2,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1351
3726800,731,Chembur,Super built-up  Area,1 BHK,18-Mar,2,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1331
4096400,863,Chembur,Super built-up  Area,1 BHK,Ready To Move,3,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1463
3211600,547,Chembur,Built-up  Area,1 BHK,Ready To Move,2,,ClearCr,9,9,9,9,9,9,,,,,,,,,,,,,1147
2931600,447,Chembur,Built-up  Area,1 BHK,Ready To Move,1,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1047
3637200,699,Chembur,Built-up  Area,1 BHK,Ready To Move,2,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,1299
3239600,557,Chembur,Super built-up  Area,1 BHK,Ready To Move,2,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1157
2693600,362,Virar,Built-up  Area,1 BHK,Ready To Move,1,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,962
3108000,510,Virar,Built-up  Area,1 BHK,Ready To Move,2,,Timber,9,9,9,9,9,9,,,,,,,,,,,,,1110
2727200,374,Virar,Plot  Area,1 BHK,Ready To Move,1,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,974
3178000,535,Virar,Super built-up  Area,1 BHK,18-Oct,2,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1135
2654400,348,Virar,Super built-up  Area,1 BHK,Ready To Move,1,,Timber,9,9,9,9,9,9,,,,,,,,,,,,,948
5560800,1386,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,3,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1986
3833200,769,Mira Road East,Super built-up  Area,1 BHK,Ready To Move,1,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1369
3463600,637,Dombivali,Super built-up  Area,1 BHK,Ready To Move,1,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1237
3220000,550,Thane West,Super built-up  Area,1 BHK,19-Dec,1,,SawyerW,9,9,9,9,9,9,,,,,,,,,,,,,1150
2800000,400,Naigaon East,Built-up  Area,1 BHK,18-Dec,1,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1000
3360000,600,Dahisar,Built-up  Area,1 BHK,Ready To Move,1,,Mitchel,9,9,9,9,9,9,,,,,,,,,,,,,1200
3416000,620,Nala Sopara,Super built-up  Area,1 BHK,19-Dec,1,,Edwards,9,9,9,9,9,9,,,,,,,,,,,,,1220
3374000,605,Kharghar,Super built-up  Area,1 BHK,Ready To Move,1,,Crawfor,9,9,9,9,9,9,,,,,,,,,,,,,1205
3318000,585,Nala Sopara,Plot  Area,1 BHK,Ready To Move,1,,Blueste,9,9,9,9,9,9,,,,,,,,,,,,,1185
4816000,1120,Kharghar,Super built-up  Area,1 BHK,Ready To Move,2,,Sawyer,9,9,9,9,9,9,,,,,,,,,,,,,1720
4816000,1120,Kharghar,Super built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1720
3318000,585,Nala Sopara,Super built-up  Area,1 BHK,Ready To Move,1,,Somerst,9,9,9,9,9,9,,,,,,,,,,,,,1185
3220000,550,Nala Sopara,Super built-up  Area,1 BHK,Ready To Move,1,,BrkSide,9,9,9,9,9,9,,,,,,,,,,,,,1150
4872000,1140,Ulwe,Plot  Area,1 BHK,Ready To Move,2,,NWAmes,9,9,9,9,9,9,,,,,,,,,,,,,1740
4060000,850,Thane West,Plot  Area,1 BHK,Ready To Move,2,,NPkVill,9,9,9,9,9,9,,,,,,,,,,,,,1450
4004000,830,Nala Sopara,Super built-up  Area,1 BHK,Ready To Move,2,,CollgCr,9,9,9,9,9,9,,,,,,,,,,,,,1430
4233600,912,Andheri West,Plot  Area,1 BHK,Ready To Move,2,,Timber,9,9,9,9,9,9,,,,,,,,,,,,,1512
7392000,2040,Seawoods,Super built-up  Area,1 BHK,18-Dec,3,,Gilbert,9,9,9,9,9,9,,,,,,,,,,,,,2640
4620000,1050,Kharghar,Super built-up  Area,1 BHK,Ready To Move,2,,Crawfor,9,9,9,9,9,9,,,,,,,,,,,,,1650
4900000,1150,Ulwe,Super built-up  Area,1 BHK,Ready To Move,3,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,1750
4900000,1150,Ulwe,Super built-up  Area,1 BHK,17-Apr,3,,OldTown,9,9,9,9,9,9,,,,,,,,,,,,,1750
8680000,2500,Borivali East,Built-up  Area,1 BHK,Ready To Move,4,,NAmes,9,9,9,9,9,9,,,,,,,,,,,,,3100
